customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,ServiceCount,InternetScore,AvgServiceUsageScore,Churn
2604-XVDAM,Female,0,No,No,12,1,No,DSL,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),43.8,540.95,1,20,13.999698534968525,No
3717-OFRTN,Male,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),19.75,19.75,1,0,3.1458867315960575,No
9046-JBFWA,Male,0,No,Yes,27,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.15,537.35,1,0,0.0,No
3280-NMUVX,Male,0,Yes,Yes,34,1,No,No,0,0,0,0,0,0,One year,No,Credit card (automatic),19.6,678.8,1,0,0.0,No
1206-EHBDD,Female,0,Yes,No,56,1,No,Fiber optic,1,0,1,0,0,0,Two year,No,Bank transfer (automatic),80.3,4513.65,3,40,23.396455173246544,No
8361-LBRDI,Female,0,No,No,58,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),24.35,1423.85,1,0,8.06030857908147,No
4883-KCPZJ,Female,0,Yes,Yes,22,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.25,555.4,1,0,10.172143865535055,No
9108-EQPNQ,Female,0,Yes,Yes,10,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),26.1,225.55,1,0,3.462922676397648,No
7277-KAMWT,Male,0,No,No,13,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.0,268.45,1,0,10.585474888432966,No
3842-IYKUE,Female,0,No,No,35,1,Yes,Fiber optic,0,1,0,1,0,0,Month-to-month,No,Credit card (automatic),85.3,2917.5,3,40,21.049521816532522,Yes
6641-XRPSU,Female,0,No,No,34,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,1,40,22.573254718203103,Yes
1374-DMZUI,Female,1,No,No,4,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.3,424.45,3,40,25.97406973652397,Yes
2545-LXYVJ,Male,0,Yes,No,72,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),20.7,1492.1,1,0,8.775989372516268,No
3234-VKACU,Male,0,No,No,2,1,No,DSL,0,0,0,1,1,1,Month-to-month,No,Electronic check,70.3,132.4,4,20,14.151895929066987,No
8357-EQXFO,Female,0,No,No,7,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,95.35,660.9,4,40,23.724369098904603,Yes
1989-PRJHP,Male,1,Yes,No,27,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,75.5,1893.95,1,40,21.337170932126618,Yes
8120-JDCAM,Male,0,Yes,Yes,4,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,69.55,284.9,1,40,22.960862451507314,No
8917-FAEMR,Female,0,No,No,37,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.85,784.25,1,0,1.4247574218866128,No
7047-YXDMZ,Male,0,No,No,21,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.0,417.7,1,0,3.2239415248514582,No
2858-EIMXH,Female,1,Yes,No,53,1,Yes,Fiber optic,0,0,0,0,1,1,One year,Yes,Credit card (automatic),95.85,5016.25,3,40,21.311233877021163,No
9524-EGPJC,Female,0,No,No,18,1,Yes,Fiber optic,0,0,0,1,0,1,Month-to-month,Yes,Electronic check,90.1,1612.75,3,40,26.12684336305828,Yes
6993-OHLXR,Female,0,No,No,2,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,68.95,119.75,1,40,16.655152234329922,Yes
8818-XYFCQ,Male,0,Yes,Yes,32,1,Yes,Fiber optic,1,0,0,0,1,1,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,4,40,27.98327383492222,Yes
6419-ZTTLE,Male,1,Yes,No,23,1,No,No,0,0,0,0,0,0,One year,Yes,Electronic check,20.75,485.2,1,0,7.608186335433475,No
0929-HYQEW,Male,0,No,No,3,1,No,DSL,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,50.15,160.85,2,20,12.484447644876228,No
6614-YOLAC,Female,0,Yes,Yes,71,0,No phone service,DSL,1,1,0,1,1,1,Two year,No,Mailed check,58.65,4145.25,5,20,15.056693962232517,No
7426-RHZGU,Male,0,No,No,9,1,No,Fiber optic,0,0,0,1,1,1,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,4,40,24.26885324859488,No
4065-JJAVA,Female,0,No,No,1,1,No,DSL,0,1,0,0,0,0,Month-to-month,No,Electronic check,49.5,49.5,2,20,21.482792530641568,No
4695-VADHF,Male,0,Yes,Yes,18,1,No,DSL,0,0,1,0,0,1,Month-to-month,No,Electronic check,57.45,990.85,3,20,18.712605325323707,Yes
3863-IUBJR,Male,0,Yes,Yes,12,1,No,DSL,0,0,0,0,0,1,One year,No,Credit card (automatic),53.65,696.35,2,20,18.0025480788727,Yes
7649-SIJJF,Male,0,Yes,No,71,1,Yes,DSL,1,1,1,1,0,1,Two year,Yes,Mailed check,80.1,5585.4,6,20,25.794185854137687,No
9361-YNQWJ,Female,0,No,No,64,1,Yes,No,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),24.4,1601.2,1,0,1.2832518078855688,No
3748-FVMZZ,Male,0,No,No,4,0,No phone service,DSL,0,0,0,1,0,1,Month-to-month,Yes,Electronic check,40.05,162.45,2,20,10.770825734535078,No
9391-TTOYH,Female,0,No,No,23,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,,470.2,1,0,,No
1452-XRSJV,Female,0,Yes,Yes,39,1,No,DSL,1,0,0,0,0,0,Month-to-month,No,Credit card (automatic),51.05,2066,2,20,12.846381988066614,No
3422-WJOYD,Male,0,Yes,No,28,1,No,DSL,1,0,0,1,0,0,One year,No,Mailed check,54.35,1426.45,3,20,22.379355900521404,No
8242-SOQUO,Female,1,No,No,5,1,No,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Electronic check,84.7,392.5,3,40,22.2176722054175,No
7460-ITWWP,Female,1,Yes,No,45,1,No,Fiber optic,0,0,1,0,0,1,Month-to-month,Yes,Electronic check,86.1,3861.45,3,40,,No
7147-AYBAA,Male,0,No,No,37,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,70.35,2552.9,1,40,22.13734445382324,No
7868-TMWMZ,Female,1,Yes,No,60,1,No,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),110.0,6668.35,7,40,31.97024994249436,No
4822-RVYBB,Male,1,No,No,8,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,100.6,819.4,4,40,23.16024339747599,Yes
6732-FZUGP,Female,0,No,No,47,1,Yes,Fiber optic,1,0,1,0,1,0,One year,No,Credit card (automatic),94.9,4615.25,4,40,26.663459467933976,No
8436-BJUMM,Male,0,Yes,Yes,26,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,83.75,2070.6,2,40,18.44143499756998,Yes
4184-TJFAN,Female,1,Yes,Yes,3,1,No,Fiber optic,1,0,0,1,1,0,Month-to-month,Yes,Mailed check,88.3,273.75,4,40,25.12844637195388,Yes
8329-GWVPJ,Female,0,Yes,Yes,50,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),,3557.7,1,40,,No
1352-VHKAJ,Male,0,Yes,Yes,27,1,Yes,DSL,0,0,0,1,1,1,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,4,20,23.781307138792553,No
4145-UQXUQ,Female,1,No,No,8,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,92.1,729.95,4,40,18.430310103534456,Yes
2632-TACXW,Female,0,Yes,No,62,1,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),23.65,1416.75,1,0,0.0,No
8146-QQKZH,Female,0,Yes,No,71,1,No,DSL,1,0,1,1,1,1,Two year,No,Bank transfer (automatic),81.85,5924.4,6,20,22.855504782085397,No
1767-CJKBA,Male,0,No,No,66,1,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,,1697.7,1,0,,No
6445-TNRXS,Male,0,Yes,Yes,68,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),114.7,7849.85,7,40,36.28467217646051,No
4581-LNWUM,Female,0,No,No,13,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,No,Electronic check,49.15,649.4,3,20,12.389671259750198,No
4869-EPIUS,Male,0,Yes,No,56,1,No,Fiber optic,0,0,0,0,0,1,One year,Yes,Electronic check,,4557.5,2,40,,No
9948-YPTDG,Male,0,Yes,No,38,1,No,Fiber optic,1,1,0,0,0,0,Month-to-month,Yes,Electronic check,79.45,3013.05,3,40,16.20498491804584,Yes
1236-WFCDV,Male,1,No,No,14,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,No,Credit card (automatic),90.45,1266.1,3,40,22.45863058353258,Yes
1915-OAKWD,Female,0,No,Yes,16,1,No,No,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),19.3,360.35,1,0,5.36874099040169,No
7296-PIXQY,Female,0,Yes,Yes,14,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,70.2,1046.5,1,40,17.84942389274713,No
4883-QICIH,Male,0,Yes,Yes,32,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,1,40,11.4950603333787,Yes
3354-OADJP,Female,0,No,No,8,1,No,DSL,1,0,0,1,0,0,One year,No,Bank transfer (automatic),54.25,447.75,3,20,18.37738090342314,No
3524-WQDSG,Female,0,Yes,Yes,43,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),,4209.95,4,40,,No
0810-DHDBD,Female,0,No,No,52,1,Yes,DSL,1,0,1,1,1,0,One year,No,Credit card (automatic),74.0,3877.65,5,20,24.00462255758841,No
4026-SKKHW,Male,0,No,No,3,1,No,DSL,0,0,0,1,0,0,Month-to-month,Yes,Mailed check,50.25,152.3,2,20,10.608490218340394,No
2829-HYVZP,Male,0,No,No,29,1,No,No,0,0,0,0,0,0,One year,Yes,Mailed check,19.8,572.2,1,0,5.077650832295404,No
8329-IBCTI,Female,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.65,19.65,1,0,0.0,Yes
1271-SJBGZ,Male,1,No,No,12,0,No phone service,DSL,0,0,1,1,0,1,Month-to-month,Yes,Electronic check,43.65,526.95,3,20,17.335625976523716,Yes
3845-JHAMY,Female,0,Yes,Yes,16,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,Yes,Credit card (automatic),35.5,552.7,1,20,14.303506670662092,No
7013-PSXHK,Female,0,No,No,40,1,Yes,DSL,0,0,1,1,1,1,One year,Yes,Mailed check,80.75,3208.65,5,20,15.22983316355334,No
5669-SRAIP,Female,0,No,No,5,0,No phone service,DSL,0,0,1,0,0,1,Month-to-month,No,Electronic check,39.5,210.75,2,20,8.807456160649707,Yes
5981-ITEMU,Male,0,Yes,No,40,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,3,40,24.08065966683622,Yes
3486-NPGST,Female,0,No,No,36,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,19.55,620.75,1,0,6.372862938189389,No
6941-PMGEP,Female,0,No,No,5,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,80.0,412.5,2,40,26.911507988213753,Yes
1624-WOIWJ,Female,0,No,No,10,1,No,Fiber optic,1,0,0,0,1,0,Month-to-month,Yes,Mailed check,84.7,832.05,3,40,,Yes
2074-GKOWZ,Male,0,Yes,Yes,2,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,3,40,21.73366797373313,Yes
0376-YMCJC,Male,0,No,No,23,1,Yes,Fiber optic,0,0,0,1,1,0,Month-to-month,Yes,Electronic check,90.6,1943.2,3,40,23.335706249018422,Yes
6100-FJZDG,Male,0,Yes,Yes,26,1,No,No,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),20.05,505.9,1,0,0.0,No
4829-ZLJTK,Female,1,Yes,No,72,1,Yes,Fiber optic,1,1,1,0,1,1,Two year,Yes,Electronic check,112.4,8046.85,6,40,27.674262437193743,No
1730-VFMWO,Female,0,Yes,No,34,1,No,DSL,0,0,0,1,0,0,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,2,20,18.685268617550328,No
7143-BQIBA,Male,0,No,No,10,1,No,DSL,1,0,0,1,1,0,Month-to-month,No,Bank transfer (automatic),62.25,612.95,4,20,19.49977250378488,No
3800-LYTRK,Female,0,No,No,14,1,No,DSL,1,0,0,1,0,0,One year,No,Mailed check,55.7,795.15,3,20,17.56404062236016,No
0634-SZPQA,Female,0,No,No,23,1,Yes,Fiber optic,1,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,3,40,17.284751489888798,Yes
9646-NMHXE,Male,0,Yes,No,47,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.65,973.1,1,0,0.0,No
7030-NJVDP,Male,0,Yes,No,24,1,No,Fiber optic,1,0,0,1,0,1,Month-to-month,Yes,Electronic check,89.25,2210.2,4,40,24.70495141326913,No
5536-RTPWK,Male,0,Yes,No,49,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,4,40,21.555303508994943,Yes
8883-GRDWQ,Male,1,No,No,20,1,No,DSL,1,0,0,1,0,0,One year,No,Mailed check,54.0,1055.9,3,20,5.499620785355299,No
6166-ILMNY,Female,0,No,No,2,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),69.75,144.55,1,40,25.658800410246407,Yes
3097-NNSPB,Female,0,No,No,2,1,No,DSL,0,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),49.05,91.1,2,20,18.00992576906154,Yes
7771-ZONAT,Male,0,No,No,22,0,No phone service,DSL,0,0,1,1,1,1,Two year,No,Bank transfer (automatic),56.75,1304.85,4,20,17.495970307297533,No
0655-RBDUG,Male,0,No,No,7,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),98.05,713,4,40,19.50152861565935,Yes
2111-DWYHN,Male,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,21.1,21.1,1,0,0.0,No
4194-WHFCB,Female,0,Yes,Yes,59,1,Yes,Fiber optic,0,1,0,1,0,1,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,4,40,26.00275147590134,No
4121-AGSIN,Female,0,Yes,Yes,58,1,Yes,No,0,0,0,0,0,0,One year,Yes,Credit card (automatic),24.5,1497.9,1,0,0.39624650354826096,No
4361-BKAXE,Female,0,No,No,41,1,Yes,Fiber optic,1,1,1,1,1,1,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,7,40,38.04171508267375,Yes
9845-PEEKO,Female,1,No,No,59,1,Yes,Fiber optic,0,1,0,0,0,0,Two year,Yes,Credit card (automatic),79.2,4590.35,2,40,22.227010324216344,No
0455-XFASS,Female,0,Yes,Yes,3,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.55,200.2,1,40,12.551500070054812,No
0301-KOBTQ,Male,0,No,No,32,1,No,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),20.05,614.45,1,0,6.186879919562427,No
1751-NCDLI,Male,1,Yes,No,46,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,98.85,4564.9,4,40,18.639145752037983,No
4367-NUYAO,Male,0,Yes,Yes,0,1,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,25.75, ,1,0,5.0386935724937105,No
9878-TNQGW,Male,0,No,No,2,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,80.95,171.15,2,40,22.73883766729025,Yes
9170-ARBTB,Female,0,Yes,Yes,52,1,No,No,0,0,0,0,0,0,One year,No,Credit card (automatic),19.6,1012.4,1,0,5.897883329110258,No
4441-NIHPT,Female,1,No,No,13,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,74.3,940.35,2,40,14.510318829774953,Yes
8999-BOHSE,Female,1,No,No,11,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,3,40,21.022898164021328,Yes
7241-AJHFS,Male,0,No,No,32,1,Yes,Fiber optic,1,0,0,1,0,0,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,3,40,27.93500485561674,No
7029-RPUAV,Male,1,Yes,No,17,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,4,40,25.79776072017261,Yes
4546-FOKWR,Female,0,No,No,16,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),,1129.35,1,40,,No
9036-CSKBW,Female,0,No,No,51,1,Yes,Fiber optic,1,1,1,0,1,1,One year,No,Bank transfer (automatic),107.45,5680.9,6,40,37.44895867121232,No
5832-TRLPB,Male,0,No,No,29,1,No,DSL,0,0,1,1,1,1,One year,Yes,Bank transfer (automatic),75.35,2243.9,5,20,17.893594241350378,No
8590-YFFQO,Male,0,Yes,No,70,1,No,DSL,1,1,1,1,0,0,Two year,No,Credit card (automatic),64.95,4523.25,5,20,13.815097049163032,No
8659-IOOPU,Female,0,Yes,Yes,71,1,Yes,Fiber optic,1,0,1,1,0,1,Two year,No,Electronic check,100.45,7159.7,5,40,27.683767010718977,No
1338-CECEE,Male,0,Yes,Yes,41,1,Yes,DSL,0,1,1,0,1,0,One year,No,Bank transfer (automatic),68.5,2839.95,4,20,18.562353691503745,No
7439-DKZTW,Male,0,No,No,1,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,80.55,80.55,2,40,24.440122368697565,No
4646-QZXTF,Female,0,Yes,No,7,1,No,DSL,1,0,1,1,1,1,Month-to-month,No,Bank transfer (automatic),81.25,580.1,6,20,27.250137592086517,No
4607-CHPCA,Male,0,Yes,Yes,25,1,No,Fiber optic,0,0,0,0,1,1,One year,Yes,Electronic check,90.4,2178.6,3,40,,Yes
9742-XOKTS,Male,0,Yes,Yes,67,1,Yes,Fiber optic,1,1,0,1,0,0,One year,No,Electronic check,89.55,6038.55,4,40,27.79757282017502,No
6921-OZMFH,Male,0,Yes,Yes,5,1,Yes,DSL,0,0,0,1,0,0,Month-to-month,Yes,Mailed check,55.7,259.4,2,20,16.47966615231395,No
9578-FOMUK,Male,0,No,Yes,15,1,Yes,No,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,24.8,324.15,1,0,4.525694586421113,No
4712-UYOOI,Female,0,Yes,Yes,20,1,No,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,20.0,417.65,1,0,5.407543405975158,No
8824-RWFXJ,Male,0,Yes,Yes,3,1,No,DSL,0,1,1,0,0,0,Month-to-month,Yes,Mailed check,56.15,168.15,3,20,11.59351194401194,Yes
7722-CVFXN,Male,0,Yes,Yes,54,1,Yes,Fiber optic,0,1,0,1,1,1,One year,Yes,Electronic check,105.2,5637.85,5,40,,No
8717-VCTXJ,Male,0,No,No,42,1,No,No,0,0,0,0,0,0,One year,Yes,Mailed check,19.55,839.4,1,0,2.5369234152551163,No
7363-QTBIW,Female,0,Yes,No,9,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,79.75,769.1,2,40,15.767746444405043,No
4159-NAAIX,Female,0,No,No,63,1,Yes,Fiber optic,0,1,0,0,1,1,Two year,No,Bank transfer (automatic),97.45,6253,4,40,21.56349533969427,No
0971-QIFJK,Female,0,Yes,No,69,1,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),,1641.8,1,0,,No
9397-TZSHA,Female,0,No,No,69,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),24.6,1678.05,1,0,4.796711853843732,No
3391-JSQEW,Male,0,Yes,No,40,1,No,DSL,0,1,0,0,0,0,Month-to-month,Yes,Mailed check,,2058.5,2,20,,No
0343-QLUZP,Male,0,No,No,60,0,No phone service,DSL,1,1,1,0,0,0,Two year,No,Bank transfer (automatic),39.6,2424.5,3,20,16.25285135921991,No
9763-PDTKK,Female,0,No,No,4,1,No,Fiber optic,1,0,1,1,0,1,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,5,40,30.523187025871927,Yes
2176-LVPNX,Female,1,No,No,71,1,Yes,DSL,1,1,1,1,1,1,Two year,No,Mailed check,89.85,6293.45,7,20,24.38479494509554,No
7627-JKIAZ,Female,0,Yes,No,37,1,Yes,Fiber optic,0,0,1,0,0,0,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,2,40,15.578726012566108,Yes
3312-UUMZW,Male,0,Yes,No,32,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,4,40,21.756509191207908,No
1271-UODNO,Male,0,No,No,39,1,Yes,DSL,0,0,0,1,0,0,Two year,Yes,Credit card (automatic),,2200.7,2,20,,No
8461-EFQYM,Female,0,No,No,38,1,Yes,No,0,0,0,0,0,0,One year,Yes,Electronic check,24.25,914.4,1,0,4.466954759622764,No
6900-RBKER,Male,0,No,No,52,1,Yes,Fiber optic,0,0,1,0,0,1,Two year,Yes,Credit card (automatic),89.45,4577.75,3,40,19.245891395565994,No
6891-JPYFF,Female,0,Yes,Yes,48,1,Yes,Fiber optic,1,1,0,0,1,1,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,5,40,27.099788772985917,No
1459-QNFQT,Male,0,Yes,Yes,70,0,No phone service,DSL,1,0,1,1,1,1,Two year,No,Bank transfer (automatic),59.5,4144.8,5,20,23.394831590864474,No
1047-NNCBF,Male,0,No,No,20,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),70.55,1493.55,1,40,23.319938164121552,No
3696-XRIEN,Female,0,No,No,50,1,Yes,DSL,1,0,1,1,1,1,One year,Yes,Credit card (automatic),82.5,4179.1,6,20,23.491123362337206,No
4081-DYXAV,Female,0,No,No,19,0,No phone service,DSL,0,0,0,0,1,1,One year,Yes,Credit card (automatic),,893.55,2,20,,Yes
0074-HDKDG,Male,0,Yes,Yes,25,1,No,DSL,1,1,1,0,0,0,One year,Yes,Bank transfer (automatic),61.6,1611,4,20,17.29194141083744,No
8791-GFXLZ,Male,0,No,No,12,1,No,DSL,0,1,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,2,20,12.931785440991815,No
8111-SLLHI,Male,1,Yes,No,39,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,105.65,4284.8,5,40,30.88178953649993,Yes
0927-LCSMG,Male,0,No,No,7,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,No,Mailed check,74.65,544.55,2,40,19.490193667813266,Yes
9330-DHBFL,Female,0,Yes,Yes,23,1,No,DSL,1,1,1,1,0,0,One year,Yes,Mailed check,66.25,1533.8,5,20,16.769648637026833,No
0098-BOWSO,Male,0,No,No,27,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,19.4,529.8,1,0,2.170063965041432,No
3452-ABWRL,Male,1,No,No,47,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,2,40,,No
5859-HZYLF,Male,0,Yes,Yes,26,1,No,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),19.15,515.75,1,0,0.0,No
8257-RZAHR,Female,0,Yes,No,14,1,Yes,DSL,1,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),64.7,941,3,20,11.958700168873067,Yes
5293-WXJAK,Female,1,Yes,No,11,1,Yes,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,5,40,23.657488736109773,Yes
3156-QLHBO,Male,0,No,Yes,2,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.25,48.35,1,0,,No
2208-NQBCT,Female,0,Yes,Yes,26,1,No,Fiber optic,1,1,0,0,0,0,Month-to-month,No,Electronic check,81.95,2070.05,3,40,19.52052837105801,No
1779-PWPMG,Female,1,Yes,No,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),114.65,8333.95,7,40,28.622002394897248,No
6621-NRZAK,Female,0,Yes,Yes,63,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.0,1209.25,1,0,0.0,No
0831-JNISG,Male,0,Yes,Yes,71,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.8,1396.25,1,0,1.3911813161166364,No
0774-IFUVM,Male,0,Yes,Yes,11,1,Yes,DSL,1,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,3,20,,No
3082-WQRVY,Male,1,Yes,No,14,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,19.65,228.65,1,0,10.009985455833707,No
9553-DLCLU,Female,0,No,Yes,13,1,Yes,DSL,1,1,1,1,1,1,Two year,No,Credit card (automatic),88.95,1161.75,7,20,22.27686561957709,No
1641-BYBTK,Male,0,No,Yes,6,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.2,98.35,1,0,3.0261485038442064,No
2460-NGXBJ,Male,1,Yes,Yes,11,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),75.2,775.3,1,40,19.772346315192095,No
2446-ZKVAF,Male,0,Yes,No,18,1,Yes,DSL,0,1,0,0,0,0,Month-to-month,No,Credit card (automatic),56.8,1074.65,2,20,15.827136218645393,No
0841-NULXI,Male,0,No,No,1,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,35.55,35.55,1,20,15.206966162920832,Yes
3522-CDKHF,Female,0,Yes,No,32,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,2,40,16.75019021603803,No
1430-SFQSA,Male,0,No,No,29,0,No phone service,DSL,1,0,0,1,0,0,One year,No,Mailed check,35.6,1072.6,2,20,11.102611707099301,No
0411-EZJZE,Female,0,No,No,3,1,Yes,DSL,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,60.25,170.5,2,20,12.932010973423287,No
7851-WZEKY,Female,0,No,No,2,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,95.15,196.9,3,40,24.055346640684785,Yes
8844-TONUD,Male,0,Yes,Yes,13,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Mailed check,96.65,1162.85,4,40,30.466948748169038,Yes
8807-ARQET,Female,0,No,No,41,0,No phone service,DSL,0,1,0,0,0,1,Month-to-month,Yes,Electronic check,40.35,1677.85,2,20,10.823593804060202,No
8992-CEUEN,Female,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,18.85,18.85,1,0,7.91775604767303,No
4320-QMLLA,Male,0,No,No,7,1,No,DSL,0,0,0,0,1,0,Month-to-month,No,Mailed check,54.85,370.4,2,20,15.461594404782746,No
8777-PVYGU,Female,0,Yes,No,52,1,No,DSL,1,0,1,0,1,0,One year,Yes,Mailed check,64.3,3410.6,4,20,16.29360017373062,No
